,id,name,followers,genres,popularity,URI,image_url,embed_link
0,06HL4z0CvFAxyc27GXpf02,Taylor Swift,75379085,pop,100,spotify:artist:06HL4z0CvFAxyc27GXpf02,https://i.scdn.co/image/ab6761610000e5eb5a00969a4698c3132a15fbb0,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Taylor Swift"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/06HL4z0CvFAxyc27GXpf02?utm_source=oembed""></iframe>"
1,4q3ewBCX7sLwd24euuV69X,Bad Bunny,69665117,reggaeton,97,spotify:artist:4q3ewBCX7sLwd24euuV69X,https://i.scdn.co/image/ab6761610000e5ebe63fa66d8a1d822bfe9e7edf,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Bad Bunny"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/4q3ewBCX7sLwd24euuV69X?utm_source=oembed""></iframe>"
2,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,65450589,canadian contemporary r&b,95,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,https://i.scdn.co/image/ab6761610000e5eb01b9b4ec2a05d0805428acfa,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: The Weeknd"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/1Xyo4u8uXC1ZmMpatF05PJ?utm_source=oembed""></iframe>"
3,3TVXtAsR1Inumwj472S9r4,Drake,75592260,canadian hip hop,95,spotify:artist:3TVXtAsR1Inumwj472S9r4,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Drake"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/3TVXtAsR1Inumwj472S9r4?utm_source=oembed""></iframe>"
4,12GqGscKJx3aE4t07u7eVZ,Peso Pluma,3696751,corrido,94,spotify:artist:12GqGscKJx3aE4t07u7eVZ,https://i.scdn.co/image/ab6761610000e5eb6ea2260c54d4aa0f2ba9762e,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Peso Pluma"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/12GqGscKJx3aE4t07u7eVZ?utm_source=oembed""></iframe>"
5,2LRoIwlKmHjgvigdNGBHNo,Feid,5432754,colombian pop,92,spotify:artist:2LRoIwlKmHjgvigdNGBHNo,https://i.scdn.co/image/ab6761610000e5eb7310314e15b4f6aee1135d46,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Feid"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/2LRoIwlKmHjgvigdNGBHNo?utm_source=oembed""></iframe>"
6,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,5983297,contemporary country,91,spotify:artist:4oUHIQIBe0LHzYfvXNW4QM,https://i.scdn.co/image/ab6761610000e5eb0266f72f16d98a972ed1ee4d,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Morgan Wallen"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/4oUHIQIBe0LHzYfvXNW4QM?utm_source=oembed""></iframe>"
7,7dGJo4pcD2V6oG8kP0tJRR,Eminem,71236127,detroit hip hop,91,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,https://i.scdn.co/image/ab6761610000e5eba00b11c129b27a88fc72f36b,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Eminem"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/7dGJo4pcD2V6oG8kP0tJRR?utm_source=oembed""></iframe>"
8,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,112328891,pop,91,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,https://i.scdn.co/image/ab6761610000e5eb9e690225ad4445530612ccc9,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Ed Sheeran"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/6eUKZXaKkcviH0Ku9w2n3V?utm_source=oembed""></iframe>"
9,3Nrfpe0tUJi4K4DXYWgMUX,BTS,65326046,k-pop,90,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,https://i.scdn.co/image/ab6761610000e5eb5704a64f34fe29ff73ab56bb,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: BTS"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/3Nrfpe0tUJi4K4DXYWgMUX?utm_source=oembed""></iframe>"
10,790FomKkXshlbRYZFtlgla,KAROL G,35609086,reggaeton,90,spotify:artist:790FomKkXshlbRYZFtlgla,https://i.scdn.co/image/ab6761610000e5eb6a0594d5bff11a7e0c7ceb1a,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: KAROL G"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/790FomKkXshlbRYZFtlgla?utm_source=oembed""></iframe>"
11,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,24062274,art pop,90,spotify:artist:00FQb4jTyendYWaN8pK0wa,https://i.scdn.co/image/ab6761610000e5ebb99cacf8acd5378206767261,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Lana Del Rey"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/00FQb4jTyendYWaN8pK0wa?utm_source=oembed""></iframe>"
12,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,55403957,barbadian pop,90,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,https://i.scdn.co/image/ab6761610000e5eb99e4fca7c0b7cb166d915789,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Rihanna"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/5pKCCKE2ajJHZ9KAiaK11H?utm_source=oembed""></iframe>"
13,7tYKF4w9nC0nq9CsPZTHyP,SZA,12737796,pop,90,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,https://i.scdn.co/image/ab6761610000e5eb7eb7f6371aad8e67e01f0a03,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: SZA"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/7tYKF4w9nC0nq9CsPZTHyP?utm_source=oembed""></iframe>"
14,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,20172633,chicago rap,90,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,https://i.scdn.co/image/ab6761610000e5eb867008a971fae0f4d913f63a,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Kanye West"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/5K4W6rqBFWDnAN6FQUkS6x?utm_source=oembed""></iframe>"
15,1RyvyyTE3xzB2ZywiAwp0i,Future,13959484,atl hip hop,90,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,https://i.scdn.co/image/ab6761610000e5eb24e41f491b129093a6fee383,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Future"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/1RyvyyTE3xzB2ZywiAwp0i?utm_source=oembed""></iframe>"
16,1URnnhqYAYcrqrcwql10ft,21 Savage,13766190,atl hip hop,90,spotify:artist:1URnnhqYAYcrqrcwql10ft,https://i.scdn.co/image/ab6761610000e5eb35ca7d2181258b51c0f2cf9e,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: 21 Savage"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/1URnnhqYAYcrqrcwql10ft?utm_source=oembed""></iframe>"
17,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,72161356,canadian pop,89,spotify:artist:1uNFoZAHBGtllmzznpCI3s,https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Justin Bieber"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/1uNFoZAHBGtllmzznpCI3s?utm_source=oembed""></iframe>"
18,2R21vXR83lH98kGeO99Y66,Anuel AA,29363386,reggaeton,89,spotify:artist:2R21vXR83lH98kGeO99Y66,https://i.scdn.co/image/ab6761610000e5ebfea27ddf11b9df5322a13c84,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Anuel AA"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/2R21vXR83lH98kGeO99Y66?utm_source=oembed""></iframe>"
19,246dkjvS1zLTtiykXe5h60,Post Malone,40746775,dfw rap,89,spotify:artist:246dkjvS1zLTtiykXe5h60,https://i.scdn.co/image/ab6761610000e5eb6be070445b03e0b63147c2c1,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Post Malone"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/246dkjvS1zLTtiykXe5h60?utm_source=oembed""></iframe>"
20,0EmeFodog0BfCgMzAIvKQp,Shakira,29323857,colombian pop,89,spotify:artist:0EmeFodog0BfCgMzAIvKQp,https://i.scdn.co/image/ab6761610000e5eb284894d68fe2f80cad555110,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Shakira"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0EmeFodog0BfCgMzAIvKQp?utm_source=oembed""></iframe>"
21,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,90687820,pop,89,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,https://i.scdn.co/image/ab6761610000e5ebcdce7620dc940db079bf4952,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Ariana Grande"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/66CXWjxzNUsdJxJ2JdwvnR?utm_source=oembed""></iframe>"
22,7Gi6gjaWy3DxyilpF1a8Is,Junior H,7755353,corrido,89,spotify:artist:7Gi6gjaWy3DxyilpF1a8Is,https://i.scdn.co/image/ab6761610000e5ebb16c368126de1ac35eee5362,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Junior H"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/7Gi6gjaWy3DxyilpF1a8Is?utm_source=oembed""></iframe>"
23,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,22505824,hip hop,89,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,https://i.scdn.co/image/ab6761610000e5ebe707b87e3f65997f6c09bfff,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Travis Scott"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0Y5tJX1MQlPlqiwlOH1tJY?utm_source=oembed""></iframe>"
24,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,44482268,permanent wave,89,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,https://i.scdn.co/image/ab6761610000e5eb989ed05e1f0570cc4726c2d3,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Coldplay"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/4gzpq5DPGxSnKTe4SA8HAU?utm_source=oembed""></iframe>"
25,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,24107668,conscious hip hop,89,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Kendrick Lamar"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/2YZyLoL8N0Wb9xBt1NhZWg?utm_source=oembed""></iframe>"
26,1i8SpTcr7yvPOmcqrbnVXY,Ozuna,36833500,puerto rican pop,88,spotify:artist:1i8SpTcr7yvPOmcqrbnVXY,https://i.scdn.co/image/ab6761610000e5eb2aa71241ff5532e3ceeb86a1,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Ozuna"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/1i8SpTcr7yvPOmcqrbnVXY?utm_source=oembed""></iframe>"
27,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,47992713,modern rock,88,spotify:artist:53XhwfbYqKCa1cC15pYq2q,https://i.scdn.co/image/ab6761610000e5eb920dc1f617550de8388f368e,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Imagine Dragons"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/53XhwfbYqKCa1cC15pYq2q?utm_source=oembed""></iframe>"
28,0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,4368051,rap,88,spotify:artist:0iEtIxbK0KxaSlF7G42ZOp,https://i.scdn.co/image/ab6761610000e5ebdf9a1555f53a20087b8c5a5c,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Metro Boomin"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0iEtIxbK0KxaSlF7G42ZOp?utm_source=oembed""></iframe>"
29,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,26056519,big room,88,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,https://i.scdn.co/image/ab6761610000e5eb75348e1aade2645ad9c58829,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: David Guetta"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/1Cs0zKBU1kc0i8ypK3B9ai?utm_source=oembed""></iframe>"
30,4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",11589871,hip hop,88,spotify:artist:4V8LLVI7PbaPR0K2TGSxFF,https://i.scdn.co/image/ab6761610000e5eb8278b782cbb5a3963db88ada,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Tyler, The Creator"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/4V8LLVI7PbaPR0K2TGSxFF?utm_source=oembed""></iframe>"
31,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,26056519,big room,88,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,https://i.scdn.co/image/ab6761610000e5eb75348e1aade2645ad9c58829,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: David Guetta"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/1Cs0zKBU1kc0i8ypK3B9ai?utm_source=oembed""></iframe>"
32,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,29243699,chicago rap,88,spotify:artist:4MCBfE4596Uoi2O4DtmEMz,https://i.scdn.co/image/ab6761610000e5eb1908e1a8b79abf71d5598944,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Juice WRLD"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/4MCBfE4596Uoi2O4DtmEMz?utm_source=oembed""></iframe>"
33,6KImCVD70vtIoJWnq6nGn3,Harry Styles,27666670,pop,88,spotify:artist:6KImCVD70vtIoJWnq6nGn3,https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Harry Styles"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/6KImCVD70vtIoJWnq6nGn3?utm_source=oembed""></iframe>"
34,5f7VJjfbwm532GiveGC0ZK,Lil Baby,14232826,atl hip hop,88,spotify:artist:5f7VJjfbwm532GiveGC0ZK,https://i.scdn.co/image/ab6761610000e5eb6cad3eff5adc29e20f189a6c,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Lil Baby"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/5f7VJjfbwm532GiveGC0ZK?utm_source=oembed""></iframe>"
35,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,81059736,art pop,88,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,https://i.scdn.co/image/ab6761610000e5ebd8b9980db67272cb4d2c3daf,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Billie Eilish"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/6qqNVTkY8uBg9cP3Jd7DAH?utm_source=oembed""></iframe>"
36,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,39966667,dance pop,87,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,https://i.scdn.co/image/ab6761610000e5ebd42a27db3286b58553da8858,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Dua Lipa"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/6M2wZ9GZgrQXHCFfjv46we?utm_source=oembed""></iframe>"
37,0elWFr7TW8piilVRYJUe4P,Natanael Cano,6895083,corrido,87,spotify:artist:0elWFr7TW8piilVRYJUe4P,https://i.scdn.co/image/ab6761610000e5eb3e0a5fbc871b4020abb789d7,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Natanael Cano"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/0elWFr7TW8piilVRYJUe4P?utm_source=oembed""></iframe>"
38,4VMYDCV2IEDYJArk749S6m,Daddy Yankee,32855591,latin hip hop,87,spotify:artist:4VMYDCV2IEDYJArk749S6m,https://i.scdn.co/image/ab6761610000e5ebb00a14e06b6bce10b078d754,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Daddy Yankee"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/4VMYDCV2IEDYJArk749S6m?utm_source=oembed""></iframe>"
39,6vWDO969PvNqNYHIOW5v0m,Beyoncé,34685335,pop,87,spotify:artist:6vWDO969PvNqNYHIOW5v0m,https://i.scdn.co/image/ab6761610000e5eb12e3f20d05a8d6cfde988715,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Beyoncé"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/6vWDO969PvNqNYHIOW5v0m?utm_source=oembed""></iframe>"
40,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,39966667,dance pop,87,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,https://i.scdn.co/image/ab6761610000e5ebd42a27db3286b58553da8858,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Dua Lipa"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/6M2wZ9GZgrQXHCFfjv46we?utm_source=oembed""></iframe>"
41,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,19604468,r&b,87,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,https://i.scdn.co/image/ab6761610000e5ebe50aa80e0f5869f84f6874d1,"<iframe style=""border-radius: 12px"" width=""100%"" height=""352"" title=""Spotify Embed: Chris Brown"" frameborder=""0"" allowfullscreen allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy"" src=""https://open.spotify.com/embed/artist/7bXgB6jMjp9ATFy66eO08Z?utm_source=oembed""></iframe>"
